,SC-0-px,SC-0-py,SC-0-pz,SC-0-vx,SC-0-vy,SC-0-vz,SC-1-px,SC-1-py,SC-1-pz,SC-1-vx,SC-1-vy,SC-1-vz,SC-2-px,SC-2-py,SC-2-pz,SC-2-vx,SC-2-vy,SC-2-vz,SC-3-px,SC-3-py,SC-3-pz,SC-3-vx,SC-3-vy,SC-3-vz,SC-4-px,SC-4-py,SC-4-pz,SC-4-vx,SC-4-vy,SC-4-vz,SC-5-px,SC-5-py,SC-5-pz,SC-5-vx,SC-5-vy,SC-5-vz,SC-6-px,SC-6-py,SC-6-pz,SC-6-vx,SC-6-vy,SC-6-vz,SC-7-px,SC-7-py,SC-7-pz,SC-7-vx,SC-7-vy,SC-7-vz,SC-8-px,SC-8-py,SC-8-pz,SC-8-vx,SC-8-vy,SC-8-vz,SC-9-px,SC-9-py,SC-9-pz,SC-9-vx,SC-9-vy,SC-9-vz
87.0,854.0194,231.5171,419.3409,-0.9560261999999998,-1.891686,0.2442855,267.8847,823.0738,288.3366,-0.3397881,-0.5946523,0.7826279,-516.4273,999.7267,108.5322,-0.8378959999999999,1.140975,-0.8101531,496.303,677.4456,3.503225,-1.933112,-1.101885,-0.03706102,-347.8843,808.8249,315.7716,-1.053146,0.7679722,-0.19514990000000002,-761.3264,-435.2269,28.787340000000004,-0.511677,1.687075,0.04336029,-60.73386,629.7873,-412.4675,-0.3805201,0.13337620000000003,0.23037849999999999,-913.0732,-637.6606,484.9192,-0.7246570999999999,2.0233060000000003,0.3686697,-494.5493,934.9452,373.205,-1.180373,1.0922690000000002,0.45543590000000006,238.3219,-822.8437,-591.788,-0.5536103,-0.5254217,0.9085009000000001
88.0,853.0568,229.6268,419.5849,-0.9691620999999999,-1.8895650000000002,0.24375479999999997,267.5387,822.4795,289.119,-0.35221020000000003,-0.5938972,0.7822576,-517.271,1000.8689999999999,107.7219,-0.8493632999999999,1.14283,-0.8103017,494.3635,676.3459,3.466157,-1.945815,-1.097602,-0.03708096,-348.9433,809.5941,315.5762,-1.064819,0.7703043,-0.1955534,-761.8436,-433.5391,28.830679999999997,-0.5228404000000001,1.688207,0.04330924,-61.12039,629.9211,-412.2369,-0.3925411,0.1342203,0.2308695,-913.8033,-635.6362,485.2876,-0.7356351999999999,2.024909,0.3680579,-495.7354,936.0389,373.6602,-1.191867,1.094882,0.45496140000000007,237.7621,-823.3684,-590.8792,-0.5659913000000001,-0.5241934,0.9092117000000001
89.0,852.0811,227.7385,419.8284,-0.9822966000000001,-1.887416,0.24322359999999998,267.1803,821.886,289.901,-0.36463179999999995,-0.5931152,0.7818861,-518.126,1002.013,106.9115,-0.8608295,1.1447100000000001,-0.8104496,492.4114,675.2506,3.429069,-1.958516,-1.093292,-0.03710108,-350.0139,810.3656,315.3805,-1.07649,0.7726616,-0.195957,-762.3721,-431.8501,28.87397,-0.5340031,1.6893639999999999,0.04325792,-61.51894,630.0558,-412.0058,-0.4045616,0.1350904,0.2313599,-914.5444,-633.6102,485.6554,-0.7466123,2.026536,0.3674455,-496.933,937.1352,374.115,-1.20336,1.09752,0.4544862,237.1899,-823.8919,-589.9697,-0.5783715,-0.5229383,0.9099212
90.0,851.0922,225.8524,420.0713,-0.9954299000000001,-1.8852380000000002,0.24269179999999996,266.8094,821.2934,290.6827,-0.37705279999999997,-0.5923062,0.7815135,-518.9926,1003.158,106.1009,-0.8722945,1.146615,-0.8105967,490.4465,674.1595,3.3919599999999996,-1.971214,-1.088954,-0.03712136,-351.0963,811.1395,315.1843,-1.08816,0.7750442,-0.1963605,-762.9116,-430.16,28.9172,-0.545165,1.6905439999999998,0.04320634,-61.92952,630.1913,-411.7742,-0.41658140000000005,0.13598659999999999,0.2318498,-915.2965,-631.5825,486.0226,-0.7575883000000001,2.0281860000000003,0.3668324,-498.1422,938.2341,374.5693,-1.214852,1.100183,0.45401009999999997,236.6054,-824.4142,-589.0594,-0.5907508,-0.5216564,0.9106294
91.0,850.0902,223.9686,420.3137,-1.0085620000000002,-1.8830310000000001,0.2421596,266.4262,820.7015,291.464,-0.38947329999999997,-0.5914703,0.7811397,-519.8706,1004.306,105.2902,-0.8837584,1.148544,-0.810743,488.4689,673.0728,3.354831,-1.9839099999999998,-1.084589,-0.0371418,-352.1903,811.9158,314.9877,-1.0998290000000002,0.7774521,-0.19676400000000002,-763.4624,-428.4687,28.960390000000004,-0.5563260999999999,1.6917490000000002,0.0431545,-62.352109999999996,630.3278,-411.5421,-0.42860059999999994,0.1369088,0.2323393,-916.0596,-629.5532,486.3891,-0.7685634,2.029861,0.36621859999999995,-499.3628,939.3357,375.0231,-1.226342,1.102871,0.4535334,236.0084,-824.9352,-588.1485,-0.6031294,-0.5203476,0.9113363000000001
92.0,849.0751,222.0869,420.5555,-1.021692,-1.880796,0.2416268,266.0305,820.1105,292.2449,-0.40189309999999995,-0.5906075,0.7807647,-520.7601,1005.456,104.4793,-0.8952210999999999,1.150498,-0.8108885,486.4787,671.9905,3.317682,-1.996603,-1.0801969999999999,-0.03716241,-353.2959,812.6945,314.7907,-1.1114959999999998,0.7798852,-0.1971675,-764.0243,-426.7761,29.00352,-0.5674865,1.692977,0.04310239,-62.786719999999995,630.4652,-411.3095,-0.4406192,0.1378571,0.2328283,-916.8337,-627.5222,486.7551,-0.7795373999999999,2.031559,0.3656041,-500.5948,940.44,375.4764,-1.23783,1.1055840000000001,0.4530558,235.3991,-825.4548,-587.2368,-0.615507,-0.5190121,0.9120418
93.0,848.0468,220.2075,420.7969,-1.034822,-1.8785330000000002,0.2410935,265.6224,819.5203,293.0255,-0.41431239999999997,-0.5897178000000001,0.7803886,-521.6611,1006.607,103.6683,-0.9066825000000001,1.152477,-0.8110331999999999,484.4757,670.9126,3.2805120000000003,-2.0092939999999997,-1.075776,-0.03718318,-354.4133,813.4757,314.5934,-1.123161,0.7823435999999999,-0.1975709,-764.5974,-425.0823,29.0466,-0.578646,1.69423,0.04305002,-63.233340000000005,630.6035,-411.0764,-0.4526372,0.1388314,0.2333167,-917.6187,-625.4895,487.1205,-0.7905103,2.03328,0.364989,-501.8384,941.5471,375.9293,-1.249316,1.108321,0.45257749999999997,234.7774,-825.9731,-586.3244,-0.6278838999999999,-0.5176497,0.912746
94.0,847.0054,218.3303,421.0377,-1.04795,-1.876241,0.2405598,265.2019,818.9311,293.8056,-0.4267311,-0.5888013000000001,0.7800113000000001,-522.5735,1007.7610000000001,102.8571,-0.9181428,1.1544809999999999,-0.8111772,482.4601,669.8391,3.243321,-2.021982,-1.0713290000000002,-0.03720412,-355.5422,814.2593,314.3956,-1.134825,0.7848271,-0.1979743,-765.1816,-423.3873,29.08963,-0.5898048,1.6955069999999999,0.04299738,-63.691990000000004,630.7429,-410.8429,-0.4646545,0.1398316,0.2338047,-918.4147,-623.4551,487.4852,-0.8014821,2.035026,0.3643732,-503.0935,942.6569,376.3816,-1.260801,1.111084,0.4520984,234.1433,-826.49,-585.4114,-0.6402598,-0.5162605,0.9134489
95.0,845.9509,216.4555,421.2779,-1.0610760000000001,-1.87392,0.2400255,264.7689,818.3428,294.5854,-0.4391491,-0.5878578000000001,0.7796328,-523.4974,1008.916,102.0458,-0.9296018,1.15651,-0.8113203,480.4318,668.7701,3.206108,-2.034668,-1.0668540000000002,-0.03722522,-356.6829,815.0454,314.1974,-1.146488,0.7873359000000001,-0.19837760000000002,-765.777,-421.6909,29.132609999999996,-0.6009627,1.696808,0.04294448,-64.16265,630.8832,-410.6088,-0.47667109999999996,0.1408579,0.23429210000000003,-919.2216,-621.4189,487.8493,-0.8124529,2.036795,0.3637568,-504.36,943.7694,376.8335,-1.272285,1.1138709999999998,0.4516186,233.4969,-827.0055,-584.4976,-0.6526349,-0.5148444999999999,0.9141504
96.0,844.8833,214.583,421.5177,-1.074201,-1.8715709999999999,0.23949070000000003,264.3236,817.7555,295.3649,-0.4515665,-0.5868873,0.7792532,-524.4327,1010.074,101.2343,-0.9410596,1.158563,-0.8114627,478.3908,667.7055,3.168875,-2.047351,-1.062351,-0.03724649,-357.8352,815.8341,313.9988,-1.1581489999999999,0.78987,-0.19878099999999999,-766.3835,-419.9933,29.17553,-0.6121196999999999,1.6981330000000001,0.04289131,-64.64533,631.0246,-410.3743,-0.488687,0.14191020000000001,0.23477910000000002,-920.0396,-619.3809,488.2128,-0.8234225000000001,2.0385880000000003,0.3631397,-505.638,944.8848,377.2849,-1.283766,1.116683,0.451138,232.8381,-827.5196,-583.5831,-0.665009,-0.5134016,0.9148506
97.0,843.8025,212.7128,421.7569,-1.087325,-1.8691939999999998,0.2389554,263.8658,817.1691,296.1439,-0.46398320000000004,-0.5858899999999999,0.7788724,-525.3795,1011.2339999999999,100.4227,-0.9525161,1.160641,-0.8116043000000001,476.3371,666.6455,3.131621,-2.060031,-1.057821,-0.03726793,-358.9992,816.6253,313.7998,-1.169809,0.7924293,-0.19918429999999998,-767.0012,-418.2943,29.2184,-0.6232759,1.699482,0.04283788,-65.14003000000001,631.1671,-410.1393,-0.5007022,0.1429886,0.2352656,-920.8685,-617.3411,488.5757,-0.8343911,2.040404,0.36252199999999996,-506.9275,946.003,377.7359,-1.295246,1.11952,0.45065659999999996,232.1669,-828.0322,-582.668,-0.6773823,-0.5119319999999999,0.9155495000000001
98.0,842.7086,210.8451,421.9955,-1.100447,-1.8667880000000001,0.23841959999999998,263.3956,816.5837,296.9225,-0.4763992,-0.5848658,0.7784904,-526.3377,1012.395,99.61101,-0.9639713,1.162744,-0.8117451,474.2707,665.5901,3.094344,-2.072709,-1.0532629999999998,-0.03728953,-360.1748,817.419,313.6004,-1.181467,0.7950138000000001,-0.1995875,-767.6301,-416.5939,29.26122,-0.6344312,1.7008560000000001,0.04278418,-65.64673,631.3107,-409.9038,-0.5127167,0.1440929,0.23575149999999997,-921.7084,-615.2995,488.9379,-0.8453584999999999,2.042245,0.36190359999999994,-508.2285,947.124,378.1863,-1.306725,1.122382,0.4501745,231.4833,-828.5434,-581.7521,-0.6897545999999999,-0.5104354999999999,0.9162469999999999
99.0,841.6016,208.9797,422.2336,-1.1135680000000001,-1.864354,0.23788330000000002,262.913,815.9994,297.7008,-0.4888146,-0.5838146,0.7781073000000001,-527.3074,1013.559,98.79914000000001,-0.9754253,1.164872,-0.8118852,472.1917,664.5392,3.0570470000000003,-2.085384,-1.048678,-0.03731131,-361.3621,818.2154,313.4006,-1.193123,0.7976234999999999,-0.1999908,-768.2701,-414.8922,29.30398,-0.6455857,1.7022529999999998,0.04273022,-66.16546,631.4553,-409.6678,-0.5247305,0.1452233,0.236237,-922.5592,-613.256,489.2996,-0.8563248,2.044108,0.36128449999999995,-509.541,948.248,378.6363,-1.318201,1.125268,0.4496915,230.7874,-829.053,-580.8355,-0.7021259,-0.5089122,0.9169431999999998
100.0,840.4815,207.1169,422.4712,-1.126687,-1.861891,0.23734650000000002,262.418,815.4162,298.4787,-0.5012293,-0.5827366,0.7777229999999999,-528.2886,1014.725,97.98711999999999,-0.986878,1.167024,-0.8120244000000001,470.0999,663.4928,3.019727,-2.098056,-1.044065,-0.03733324,-362.5611,819.0144,313.2004,-1.2047780000000001,0.8002585,-0.20039400000000002,-768.9212,-413.189,29.34668,-0.6567393,1.703675,0.04267599,-66.69619,631.6011,-409.4313,-0.5367435,0.1463797,0.2367219,-923.421,-611.2107,489.6606,-0.8672899,2.0459959999999997,0.36066479999999995,-510.8649,949.3748,379.0858,-1.329676,1.12818,0.44920790000000005,230.079,-829.5611,-579.9183,-0.7144963000000001,-0.5073622,0.9176380999999999
101.0,839.3483,205.2565,422.7083,-1.139805,-1.8594,0.2368092,261.9105,814.834,299.2562,-0.5136432,-0.5816316,0.7773375,-529.2812,1015.893,97.17496,-0.9983293,1.169202,-0.8121629,467.9955,662.4512,2.982385,-2.1107259999999997,-1.039425,-0.03735535,-363.7717,819.816,312.9998,-1.216432,0.8029188,-0.2007972,-769.5836,-411.4844,29.38934,-0.6678919,1.70512,0.0426215,-67.23894,631.7481,-409.1943,-0.5487557,0.1475622,0.23720639999999998,-924.2938,-609.1634,490.021,-0.8782539,2.047907,0.36004440000000004,-512.2003,950.5045,379.5348,-1.341149,1.131116,0.44872340000000005,229.3584,-830.0676,-579.0003,-0.7268657,-0.5057851999999999,0.9183315999999999
102.0,838.2019,203.3986,422.9448,-1.1529209999999999,-1.8568799999999999,0.2362714,261.3907,814.253,300.0333,-0.5260564,-0.5804997,0.7769508,-530.2852,1017.064,96.36267,-1.009779,1.1714040000000001,-0.8123005999999999,465.8785,661.4141,2.945021,-2.123393,-1.034758,-0.03737762,-364.9939,820.6203,312.7988,-1.228084,0.8056042,-0.2012003,-770.257,-409.7784,29.43194,-0.6790436,1.70659,0.04256674,-67.79371,631.8963,-408.9569,-0.5607671999999999,0.1487706,0.2376904,-925.1775,-607.1143,490.3808,-0.8892167,2.049843,0.35942340000000006,-513.5472,951.6372,379.9833,-1.3526209999999999,1.134077,0.44823820000000003,228.6253,-830.5726,-578.0817,-0.7392342,-0.5041815,0.9190238000000002
103.0,837.0424,201.5432,423.1808,-1.166036,-1.8543319999999999,0.2357331,260.8584,813.6731,300.81,-0.5384689,-0.5793408,0.776563,-531.3007,1018.2360000000001,95.55024,-1.021228,1.1736309999999999,-0.8124375,463.7488,660.3818,2.907635,-2.1360580000000002,-1.030062,-0.03740007,-366.2279,821.4273,312.5974,-1.2397340000000001,0.8083149000000001,-0.2016034,-770.9416,-408.0709,29.47448,-0.6901944000000001,1.708084,0.04251171,-68.36048000000001,632.0457,-408.7189,-0.5727779000000001,0.1500051,0.2381738,-926.0722,-605.0632,490.7399,-0.9001783000000001,2.0518009999999998,0.3588017,-514.9056,952.7729,380.4313,-1.364091,1.137063,0.4477522,227.8799,-831.0759,-577.1623,-0.7516016,-0.502551,0.9197146999999999
104.0,835.8698,199.6904,423.4162,-1.179149,-1.8517549999999998,0.23519429999999997,260.3137,813.0944,301.5864,-0.5508805999999999,-0.5781550999999999,0.776174,-532.3277,1019.4110000000001,94.73767,-1.032675,1.1758819999999999,-0.8125736,461.6064,659.3542,2.8702259999999997,-2.14872,-1.02534,-0.03742268,-367.4734,822.2371,312.3956,-1.251382,0.8110508000000001,-0.2020065,-771.6374,-406.3618,29.51697,-0.7013443,1.709602,0.04245642,-68.93926,632.1963,-408.4805,-0.5847878000000001,0.1512657,0.2386567,-926.9779,-603.0101,491.0985,-0.9111386999999999,2.053784,0.35817940000000004,-516.2754,953.9115,380.8789,-1.375558,1.140074,0.4472655,227.1221,-831.5776,-576.2423,-0.763968,-0.5008935999999999,0.9204041999999999
105.0,834.6841,197.8402,423.6511,-1.192261,-1.84915,0.23465500000000003,259.7567,812.5168,302.3623,-0.5632915,-0.5769424,0.7757839,-533.3661,1020.5880000000001,93.92496,-1.0441209999999999,1.178159,-0.8127089,459.4513,658.3313,2.832794,-2.161379,-1.0205899999999999,-0.03744546,-368.7306,823.0496,312.1934,-1.2630290000000002,0.813812,-0.2024095,-772.3443,-404.6513,29.5594,-0.7124931999999999,1.7111450000000001,0.04240086,-69.53005,632.3483,-408.2416,-0.5967969,0.15255220000000003,0.23913920000000002,-927.8945,-600.955,491.4564,-0.9220978999999999,2.05579,0.35755640000000005,-517.6567,955.0532,381.3259,-1.387025,1.143109,0.44677799999999995,226.352,-832.0776,-575.3216,-0.7763333,-0.4992094,0.9210923000000001
106.0,833.4853,195.9926,423.8854,-1.205371,-1.846516,0.2341151,259.1872,811.9405,303.1379,-0.5757015999999999,-0.5757029,0.7753926,-534.4159,1021.768,93.11211999999999,-1.055566,1.18046,-0.8128435,457.2836,657.3131,2.79534,-2.174035,-1.0158120000000002,-0.0374684,-369.9995,823.8648,311.9907,-1.274675,0.8165983,-0.2028126,-773.0624,-402.9392,29.601779999999998,-0.7236411,1.712711,0.04234503,-70.13285,632.5015,-408.0022,-0.6088051,0.1538648,0.23962110000000003,-928.8221,-598.8979,491.8137,-0.9330559000000002,2.05782,0.35693270000000005,-519.0495,956.198,381.7725,-1.3984889999999999,1.1461700000000001,0.4462897,225.5694,-832.5759,-574.4002,-0.7886976,-0.49749840000000006,0.9217791
107.0,832.2734,194.1476,424.1193,-1.21848,-1.843854,0.2335748,258.6053,811.3655,303.913,-0.5881109999999999,-0.5744364000000001,0.7750001,-535.4772,1022.95,92.29915,-1.067009,1.1827860000000001,-0.8129773,455.1033,656.2998,2.757862,-2.186689,-1.011007,-0.03749152,-371.28,824.6829,311.7877,-1.286318,0.8194099,-0.2032155,-773.7916,-401.2255,29.6441,-0.734788,1.7143009999999999,0.04228894,-70.74766,632.656,-407.7624,-0.6208125,0.1552034,0.2401025,-929.7606,-596.8388,492.1704,-0.9440126,2.059873,0.3563084,-520.4537,957.3458,382.2186,-1.409951,1.149255,0.44580070000000005,224.7746,-833.0725,-573.4781,-0.8010609000000001,-0.4957606,0.9224646000000001
108.0,831.0483,192.3053,424.3525,-1.231587,-1.841163,0.23303400000000002,258.0109,810.7917,304.6878,-0.6005195,-0.5731429,0.7746065,-536.5499,1024.134,91.48604,-1.078451,1.185137,-0.8131103,452.9102,655.2913,2.7203619999999997,-2.199339,-1.006175,-0.03751481,-372.5721,825.5037,311.5843,-1.29796,0.8222466999999999,-0.2036185,-774.532,-399.5102,29.68637,-0.7459339,1.715916,0.04223257,-71.37448,632.8119,-407.522,-0.6328189999999999,0.15656810000000002,0.24058339999999998,-930.7101,-594.7775,492.5264,-0.954968,2.0619509999999996,0.3556835,-521.8694,958.4967,382.6641,-1.4214120000000001,1.1523649999999999,0.44531090000000007,223.9673,-833.5673,-572.5553,-0.8134231,-0.4939959,0.9231486999999999
109.0,829.8102,190.4658,424.5853,-1.244692,-1.838444,0.2324926,257.4042,810.2193,305.4622,-0.6129271,-0.5718226,0.7742117,-537.6341,1025.32,90.6728,-1.089891,1.1875120000000001,-0.8132425,450.7046,654.2876,2.6828380000000003,-2.2119869999999997,-1.001315,-0.03753826,-373.8759,826.3275,311.3804,-1.309601,0.8251088,-0.2040214,-775.2835,-397.7932,29.728579999999997,-0.7570789000000001,1.717555,0.04217594,-72.0133,632.9692,-407.2812,-0.6448246999999999,0.15795870000000004,0.2410638,-931.6705,-592.7142,492.8818,-0.9659222,2.064052,0.35505790000000004,-523.2965,959.6507,383.1092,-1.432871,1.1555,0.44482040000000006,223.1477,-834.0604,-571.6319,-0.8257841,-0.4922045,0.9238315
110.0,828.559,188.6289,424.8175,-1.257796,-1.8356970000000001,0.23195079999999998,256.7851,809.6482,306.2362,-0.6253340000000001,-0.5704754,0.7738156999999999,-538.7297,1026.509,89.85943,-1.10133,1.189913,-0.8133739000000001,448.4863,653.2888,2.64529,-2.2246330000000003,-0.9964279,-0.03756189,-375.1913,827.1541,311.1762,-1.321239,0.827996,-0.2044243,-776.0461,-396.0747,29.77073,-0.7682228,1.7192180000000001,0.04211905,-72.66413,633.1279,-407.0399,-0.6568295,0.1593754,0.2415437,-932.6419,-590.6488,493.2366,-0.9768751,2.066176,0.35443159999999996,-524.7351,960.8079,383.5539,-1.444328,1.15866,0.44432910000000003,222.3158,-834.5516,-570.7077,-0.8381440999999998,-0.49038630000000005,0.9245129000000001
111.0,827.2946,186.7949,425.0491,-1.270899,-1.832921,0.23140850000000002,256.1536,809.0784,307.0098,-0.6377399,-0.5691013,0.7734185,-539.8368,1027.7,89.04593,-1.112768,1.192338,-0.8135045,446.2553,652.2949,2.607719,-2.237275,-0.9915132999999999,-0.03758568,-376.5184,827.9836,310.9716,-1.332876,0.8309084000000001,-0.2048271,-776.8199,-394.3544,29.812829999999998,-0.7793656,1.720904,0.04206188,-73.32696,633.288,-406.7981,-0.6688333000000001,0.1608181,0.242023,-933.6243,-588.5813,493.5908,-0.9878268,2.068325,0.3538047,-526.1852,961.9682,383.998,-1.455783,1.161844,0.443837,221.4714,-835.0411,-569.7829,-0.8505029000000001,-0.4885412,0.925193
112.0,826.0172,184.9636,425.2802,-1.283999,-1.8301169999999998,0.2308656,255.5096,808.51,307.783,-0.650145,-0.5677003,0.7730201999999999,-540.9553,1028.894,88.23229,-1.124204,1.194788,-0.8136344,444.0117,651.3059,2.5701240000000003,-2.249915,-0.9865712,-0.03760965,-377.8571,828.816,310.7665,-1.344511,0.8338459999999999,-0.2052299,-777.6049,-392.6325,29.85486,-0.7905074000000001,1.7226150000000002,0.04200445,-74.00179,633.4496,-406.5558,-0.6808363000000001,0.16228679999999998,0.24250189999999996,-934.6176,-586.5116,493.9443,-0.9987771000000001,2.070497,0.35317709999999997,-527.6467,963.1318,384.4416,-1.4672370000000001,1.1650530000000001,0.44334409999999996,220.6147,-835.5286,-568.8574,-0.8628606,-0.48666940000000003,0.9258716999999999
113.0,824.7266,183.1351,425.5108,-1.2970979999999999,-1.827284,0.2303223,254.8533,807.9431,308.5558,-0.6625492,-0.5662723000000001,0.7726208000000001,-542.0852,1030.09,87.41853,-1.1356389999999998,1.197262,-0.8137635,441.7555,650.3218,2.532504,-2.2625509999999998,-0.9816016,-0.03763379,-379.2074,829.6514,310.5611,-1.3561450000000002,0.8368088,-0.20563270000000003,-778.4009,-390.9088,29.89684,-0.8016482,1.7243509999999997,0.04194675,-74.68863,633.6126,-406.3131,-0.6928383,0.1637815,0.2429802,-935.6219,-584.4397,494.2972,-1.0097260000000001,2.072693,0.3525489,-529.1196,964.2985,384.8847,-1.478688,1.168287,0.44285050000000004,219.7457,-836.0143,-567.9312,-0.8752171999999999,-0.48477079999999995,0.9265491
114.0,823.423,181.3095,425.7408,-1.310195,-1.824423,0.2297785,254.1845,807.3775,309.3282,-0.6749525,-0.5648175,0.7722201,-543.2265,1031.288,86.60464,-1.1470719999999999,1.199761,-0.8138918,439.4866,649.3428,2.494861,-2.275185,-0.9766046999999999,-0.03765809,-380.5693,830.4897,310.3552,-1.367776,0.8397968000000001,-0.20603539999999998,-779.2082,-389.1834,29.93877,-0.8127878000000001,1.7261099999999998,0.04188877,-75.38747,633.7772,-406.0699,-0.7048394,0.1653022,0.2434581,-936.6371,-582.3656,494.6495,-1.020674,2.074912,0.35192009999999996,-530.604,965.4685,385.3274,-1.490137,1.171546,0.4423562,218.8643,-836.4981,-567.0044,-0.8875726,-0.48284540000000004,0.9272251
115.0,822.1062,179.4867,425.9703,-1.323291,-1.821533,0.2292341,253.5034,806.8135,310.1001,-0.6873548,-0.5633358,0.7718183000000001,-544.3793,1032.49,85.79061999999999,-1.158503,1.202286,-0.8140193,437.2051,648.3688,2.457193,-2.287816,-0.9715804,-0.03768257,-381.9429,831.3311,310.149,-1.379406,0.8428100000000001,-0.20643809999999999,-780.0265,-387.4562,29.980629999999998,-0.8239264000000001,1.7278930000000001,0.04183053,-76.09831,633.9432,-405.8262,-0.7168395000000001,0.1668489,0.24393539999999997,-937.6632,-580.2893,495.0012,-1.03162,2.077155,0.3512905,-532.0999,966.6418,385.7695,-1.501585,1.1748299999999998,0.4418611,217.9706,-836.9799,-566.0768,-0.8999268,-0.48089319999999997,0.9278997999999999
116.0,820.7764,177.6669,426.1992,-1.336384,-1.818615,0.2286893,252.8098,806.2509,310.8717,-0.6997561999999999,-0.5618272,0.7714154000000001,-545.5435,1033.693,84.97646999999999,-1.169933,1.204834,-0.814146,434.911,647.3998,2.4195,-2.3004439999999997,-0.9665287,-0.03770722,-383.3282,832.1755,309.9424,-1.391034,0.8458483,-0.2068408,-780.856,-385.7272,30.022440000000003,-0.8350639000000001,1.729701,0.04177203,-76.82115,634.1109,-405.582,-0.7288387,0.1684216,0.24441220000000002,-938.7003,-578.2107,495.3522,-1.042565,2.079422,0.35066040000000004,-533.6072,967.8184,386.2112,-1.513031,1.178138,0.4413652,217.0645,-837.4598,-565.1486,-0.9122798000000001,-0.47891419999999996,0.9285730999999999
117.0,819.4335,175.85,426.4276,-1.349477,-1.815668,0.228144,252.1038,805.6899,311.6429,-0.7121566999999999,-0.5602918,0.7710111999999999,-546.7192,1034.899,84.1622,-1.181362,1.207408,-0.814272,432.6042,646.4358,2.381783,-2.31307,-0.9614495999999999,-0.03773204,-384.725,833.0229,309.7353,-1.4026610000000002,0.8489119,-0.20724339999999997,-781.6966,-383.9964,30.06418,-0.8462002000000001,1.731532,0.04171325,-77.55598,634.2801,-405.3373,-0.7408368000000001,0.17002029999999999,0.2448884,-939.7483,-576.1298,495.7026,-1.053509,2.081712,0.3500296,-535.126,968.9983,386.6523,-1.5244739999999999,1.181471,0.44086850000000005,216.146,-837.9377,-564.2197,-0.9246315999999999,-0.4769085,0.9292450000000001
118.0,818.0774,174.036,426.6555,-1.362567,-1.8126939999999998,0.2275982,251.3855,805.1304,312.4137,-0.7245562,-0.5587293999999999,0.7706059000000001,-547.9063,1036.108,83.3478,-1.1927889999999999,1.210006,-0.8143971999999999,430.2848,645.477,2.344041,-2.3256919999999996,-0.9563431999999998,-0.03775703,-386.1335,833.8734,309.5278,-1.414285,0.8520004999999999,-0.207646,-782.5484,-382.2637,30.10587,-0.8573354,1.7333880000000002,0.0416542,-78.30282,634.451,-405.0922,-0.752834,0.1716449,0.24536420000000003,-940.8073,-574.0466,496.0523,-1.064451,2.0840259999999997,0.3493981,-536.6562,970.1816,387.093,-1.535916,1.1848290000000001,0.44037109999999996,215.2152,-838.4135,-563.2902,-0.9369822,-0.474876,0.9299156
119.0,816.7083,172.225,426.8828,-1.3756549999999999,-1.8096900000000002,0.2270518,250.6547,804.5725,313.1841,-0.7369547,-0.5571401999999999,0.7701995,-549.1048,1037.32,82.53327,-1.204215,1.2126290000000002,-0.8145216,427.9528,644.5233,2.306274,-2.338311,-0.9512093,-0.0377822,-387.5536,834.727,309.32,-1.425908,0.8551144,-0.2080486,-783.4113,-380.5292,30.1475,-0.8684695,1.735267,0.04159488,-79.06165,634.6234,-404.8466,-0.7648301,0.17329560000000002,0.24583939999999999,-941.8772,-571.9611,496.4015,-1.075392,2.086364,0.34876599999999996,-538.1978,971.3682,387.5331,-1.547356,1.188212,0.43987299999999996,214.272,-838.8873,-562.36,-0.9493315000000001,-0.47281670000000003,0.9305849
120.0,815.3261,170.4171,427.1095,-1.388742,-1.806659,0.226505,249.9116,804.0162,313.954,-0.7493522,-0.5555241,0.7697919,-550.3147,1038.5339999999999,81.71863,-1.215638,1.215277,-0.8146452,425.6082,643.5747,2.268481,-2.3509279999999997,-0.9460482,-0.03780753,-388.9853,835.5837,309.1117,-1.437529,0.8582533999999999,-0.2084511,-784.2853,-378.7928,30.18907,-0.8796023999999999,1.737171,0.0415353,-79.83248,634.7976,-404.6005,-0.7768252,0.1749723,0.24631420000000004,-942.9581,-569.8733,496.75,-1.086331,2.088725,0.34813320000000003,-539.7509,972.5582,387.9728,-1.558794,1.191619,0.4393741,213.3165,-839.3591,-561.4291,-0.9616796000000001,-0.47073059999999994,0.9312527
121.0,813.9308,168.6122,427.3357,-1.401827,-1.8035990000000002,0.2259577,249.156,803.4615,314.7236,-0.7617487,-0.5538811,0.7693831,-551.536,1039.75,80.90385,-1.227061,1.217949,-0.814768,423.251,642.6313,2.2306630000000003,-2.363541,-0.9408595999999999,-0.03783304,-390.4286,836.4436,308.9031,-1.4491479999999999,0.8614175,-0.2088536,-785.1705,-377.0545,30.23058,-0.8907341999999999,1.7390990000000002,0.04147544,-80.6153,634.9734,-404.354,-0.7888193,0.1766749,0.2467884,-944.0499,-567.7831,497.0978,-1.097269,2.09111,0.3474998,-541.3154,973.7517,388.4119,-1.57023,1.195051,0.43887440000000005,212.3487,-839.8287,-560.4975,-0.9740264000000001,-0.4686178,0.9319193000000001
