,SC-0-px,SC-0-py,SC-0-pz,SC-0-vx,SC-0-vy,SC-0-vz,SC-1-px,SC-1-py,SC-1-pz,SC-1-vx,SC-1-vy,SC-1-vz,SC-2-px,SC-2-py,SC-2-pz,SC-2-vx,SC-2-vy,SC-2-vz,SC-3-px,SC-3-py,SC-3-pz,SC-3-vx,SC-3-vy,SC-3-vz,SC-4-px,SC-4-py,SC-4-pz,SC-4-vx,SC-4-vy,SC-4-vz,SC-5-px,SC-5-py,SC-5-pz,SC-5-vx,SC-5-vy,SC-5-vz,SC-6-px,SC-6-py,SC-6-pz,SC-6-vx,SC-6-vy,SC-6-vz,SC-7-px,SC-7-py,SC-7-pz,SC-7-vx,SC-7-vy,SC-7-vz,SC-8-px,SC-8-py,SC-8-pz,SC-8-vx,SC-8-vy,SC-8-vz,SC-9-px,SC-9-py,SC-9-pz,SC-9-vx,SC-9-vy,SC-9-vz
0.0,887.82,399.89,396.14,0.18773,-1.9656,0.28848,251.38,874.34,218.98,0.74066,-0.55655,0.8103600000000001,-486.02,905.2,178.37,0.16374,1.0761,-0.7942,617.04,785.7,6.6693,-0.8217200000000001,-1.3661,-0.035916,-299.73,748.3,331.22,-0.033116,0.66361,-0.15994,-759.75,-579.63,24.85,0.46271,1.6821,0.046829,-72.467,618.51,-430.6,0.6660699999999999,0.16044,0.18589,-892.55,-809.35,450.6,0.23495,1.9761,0.41931999999999997,-434.56,847.46,331.87,-0.1749,0.9621299999999999,0.49375,238.72,-775.79,-667.99,0.5242899999999999,-0.52853,0.84173
1.0,887.5602,398.9069,396.4282,0.17671900000000001,-1.9657919999999998,0.28799440000000004,251.1472,874.0612,219.7902,0.7288650999999999,-0.5573541,0.8100916,-486.8648,905.7377,177.5757,0.1510362,1.075935,-0.7944175,615.3434,785.0165,6.6333850000000005,-0.8330664000000001,-1.365175,-0.03592301,-300.5977,748.6315,331.0599,-0.04559044,0.6636625,-0.1603457,-758.6527,-578.7883,24.89682,0.44967219999999997,1.681604,0.04679963,-72.49163,618.5899,-430.4139,0.6538765999999999,0.15971860000000002,0.18642,-891.4264,-808.3611,451.019,0.2217488,1.975856,0.41876729999999995,-435.6794,847.9407,332.3636,-0.18754089999999998,0.9623395,0.4933431,240.0972,-776.0538,-667.1478,0.5124825,-0.5290945,0.8425511999999998
2.0,887.7303,396.9412,396.7159,0.1635329,-1.9661650000000002,0.28750840000000005,251.8699,873.5031,220.6002,0.7164539000000001,-0.5589515,0.809822,-486.7195,906.8136,176.7811,0.1395234,1.075613,-0.7946342,614.5039,783.6523,6.597461,-0.845924,-1.363314,-0.03593015,-300.6492,749.2952,330.8993,-0.05733024,0.6637772,-0.16075129999999999,-758.2087,-577.107,24.94361,0.43849620000000006,1.680621,0.04677002,-71.84376,618.7489,-430.2272,0.6418604,0.1582858,0.1869497,-891.2102,-806.3852,451.4376,0.21073499999999998,1.975377,0.41821369999999997,-435.8728,848.9034,332.8568,-0.1991165,0.9627680000000001,0.4929354,240.6035,-776.5834,-666.3049,0.5000899999999999,-0.5302131,0.8433712
3.0,887.8872,394.9751,397.0032,0.15034660000000002,-1.966509,0.2870218,252.5801,872.9434,221.4098,0.7040419,-0.5605220000000001,0.8095512,-486.5857,907.8891,175.9863,0.1280106,1.075317,-0.7948501,613.6515,782.2901,6.561531,-0.8587806,-1.361425,-0.03593741,-300.7124,749.9591,330.7384,-0.06906988,0.6639174,-0.161157,-757.7758,-575.4267,24.990370000000002,0.4273197,1.679661,0.04674017,-71.20791,618.9065,-430.04,0.6298436,0.15687910000000002,0.1874789,-891.005,-804.4098,451.8556,0.199721,1.974921,0.4176595,-436.0777,849.8664,333.3496,-0.2106919,0.9632215000000001,0.49252700000000005,241.0973,-777.1141,-665.4611,0.4876969,-0.5313048,0.8441898999999999
4.0,888.031,393.0087,397.2899,0.1371602,-1.966825,0.2865348,253.278,872.3821,222.2192,0.6916291999999999,-0.5620655,0.8092793,-486.4635,908.9644,175.1913,0.11649769999999998,1.075046,-0.7950651999999999,612.7863,780.9297,6.525593,-0.8716360000000001,-1.359508,-0.03594482,-300.7873,750.6231,330.577,-0.08080936,0.6640831,-0.1615626,-757.354,-573.7473,25.0371,0.4161428,1.678727,0.04671009,-70.58407,619.0627,-429.8522,0.6178260999999999,0.15549860000000001,0.1880078,-890.8107,-802.4348,452.273,0.1887068,1.97449,0.41710459999999994,-436.2942,850.8299,333.8419,-0.2222669,0.9637003000000001,0.4921177,241.5788,-777.6459,-664.6166,0.47530320000000004,-0.5323694,0.8450075
5.0,888.1616,391.042,397.5762,0.1239737,-1.967111,0.2860472,253.9634,871.8193,223.0283,0.6792157,-0.5635818,0.8090062,-486.3527,910.0394,174.396,0.10498479999999999,1.0748,-0.7952795,611.9083,779.5713,6.489647,-0.8844902,-1.3575629999999999,-0.03595235,-300.874,751.2874,330.4152,-0.09254865,0.6642745,-0.1619683,-756.9435,-572.0689,25.0838,0.40496540000000003,1.677816,0.04667978,-69.97225999999999,619.2175,-429.664,0.6058079000000001,0.1541444,0.18853620000000001,-890.6275,-800.4602,452.6899,0.1776925,1.9740830000000003,0.41654890000000006,-436.5222,851.794,334.3339,-0.2338416,0.9642044,0.4917077,242.048,-778.1787,-663.7712,0.46290909999999996,-0.533407,0.8458238000000001
6.0,888.2789,389.0751,397.8619,0.1107872,-1.967369,0.2855591,254.6364,871.255,223.8371,0.6668014,-0.5650708999999999,0.808732,-486.2535,911.1141,173.6006,0.09347179,1.0745790000000002,-0.7954931,611.0173,778.2149,6.4536940000000005,-0.8973433000000001,-1.355589,-0.03596002,-300.9724,751.9518,330.2531,-0.1042877,0.6644916999999999,-0.16237390000000002,-756.5441,-570.3913,25.130470000000003,0.3937877,1.67693,0.04664923,-69.37246,619.371,-429.4752,0.5937891,0.1528165,0.18906420000000002,-890.4554,-798.4861,453.1062,0.1666781,1.973699,0.41599259999999993,-436.7618,852.7585,334.8254,-0.24541590000000002,0.9647338,0.4912968,242.5047,-778.7126,-662.925,0.45051450000000004,-0.5344173000000001,0.8466389000000001
7.0,888.3831,387.1078,398.1472,0.09760063,-1.967598,0.2850704,255.297,870.6892,224.6457,0.6543864,-0.5665326999999999,0.8084564999999999,-486.1658,912.1887,172.8049,0.08195877,1.074383,-0.7957058000000001,610.1136,776.8604,6.417733999999999,-0.9101952,-1.353588,-0.03596782,-301.0826,752.6164,330.0905,-0.11602660000000001,0.6647345,-0.1627794,-756.1559,-568.7146,25.17711,0.3826095,1.6760689999999998,0.04661845,-68.78468000000001,619.5232,-429.2858,0.5817696,0.151515,0.18959179999999998,-890.2942,-796.5123,453.522,0.1556635,1.97334,0.41543559999999996,-437.013,853.7236,335.3165,-0.2569898,0.9652886999999999,0.49088519999999997,242.949,-779.2474,-662.0779,0.4381195,-0.5354005000000001,0.8474528
8.0,888.4741,385.1404,398.432,0.08441402,-1.967797,0.2845812,255.9452,870.122,225.454,0.6419706999999999,-0.5679672,0.8081799,-486.0896,913.2631,172.0091,0.07044574,1.0742129999999999,-0.7959177,609.197,775.5079,6.381765000000001,-0.9230459000000001,-1.351558,-0.03597575,-301.2045,753.2813,329.9275,-0.1277653,0.6650031999999999,-0.163185,-755.7789,-567.0388,25.22371,0.371431,1.675232,0.04658743,-68.20891999999999,619.6741,-429.096,0.5697495,0.15023989999999998,0.190119,-890.144,-794.5389,453.9372,0.1446488,1.973005,0.41487799999999997,-437.2758,854.6892,335.8072,-0.2685633,0.9658689,0.49047290000000004,243.3809,-779.7833,-661.2301,0.425724,-0.5363564000000001,0.8482655000000001
9.0,888.552,383.1728,398.7163,0.0712274,-1.967968,0.2840915,256.5809,869.5533,226.262,0.6295543,-0.5693744000000001,0.8079022,-486.0249,914.3373,171.213,0.05893271,1.074068,-0.7961288000000001,608.2675,774.1575,6.345788,-0.9358955,-1.3495,-0.03598382,-301.3381,753.9465,329.7641,-0.1395037,0.6652978,-0.1635905,-755.413,-565.3638,25.27029,0.36025209999999996,1.67442,0.04655618,-67.64518000000001,619.8237,-428.9056,0.5577288,0.14899129999999997,0.19064579999999998,-890.0049,-792.5657,454.3518,0.1336341,1.972695,0.4143196,-437.5502,855.6555,336.2975,-0.2801364,0.9664746999999999,0.4900597,243.8004,-780.32,-660.3815,0.4133281,-0.537285,0.8490770000000001
10.0,888.6166,381.205,399.0001,0.05804077,-1.9681099999999998,0.2836013,257.2043,868.9833,227.0697,0.6171373,-0.5707543,0.8076232,-485.9717,915.4114,170.4167,0.0474197,1.073948,-0.7963391,607.3252,772.8092,6.309804,-0.9487437,-1.347413,-0.03599202,-301.4835,754.612,329.6003,-0.15124179999999998,0.6656181,-0.163996,-755.0584,-563.6896,25.31684,0.3490728,1.673632,0.04652469,-67.09346,619.9721,-428.7147,0.5457075,0.1477692,0.19117220000000001,-889.8768,-790.5929,454.7659,0.1226193,1.9724080000000002,0.4137605,-437.8361,856.6223,336.7874,-0.2917091,0.9671059000000001,0.4896457,244.2076,-780.8577,-659.532,0.4009317,-0.5381864000000001,0.8498872
11.0,888.668,379.2371,399.2834,0.04485416,-1.9682220000000001,0.2831105,257.8152,868.4119,227.8772,0.6047195,-0.5721068,0.8073431,-485.9301,916.4853,169.6202,0.03590671,1.073854,-0.7965486999999999,606.37,771.4629,6.273811,-0.9615908000000001,-1.3452979999999999,-0.03600036,-301.6406,755.2778,329.4361,-0.1629797,0.6659643,-0.1644015,-754.7149,-562.0161,25.36335,0.3378933,1.672869,0.04649296,-66.55376,620.1193,-428.5232,0.5336856,0.1465735,0.1916981,-889.7596,-788.6204,455.1795,0.11160439999999999,1.972146,0.4132008,-438.1336,857.5898,337.2769,-0.30328130000000003,0.9677625,0.489231,244.6023,-781.3963,-658.6818,0.38853499999999996,-0.5390604,0.8506961999999999
12.0,888.7063,377.2691,399.5663,0.03166759,-1.9683060000000001,0.28261929999999996,258.4137,867.8391,228.6844,0.5923012,-0.5734319,0.8070619000000001,-485.8999,917.5592,168.8235,0.02439376,1.073785,-0.7967574000000001,605.402,770.1188,6.2378089999999995,-0.9744366,-1.3431549999999999,-0.03600883,-301.8095,755.944,329.2715,-0.17471729999999996,0.6663364,-0.16480699999999998,-754.3826,-560.3435,25.40983,0.3267133,1.672131,0.046461,-66.02609,620.2653,-428.3313,0.5216632000000001,0.1454043,0.1922237,-889.6536,-786.6481,455.5924,0.1005894,1.9719080000000002,0.4126404,-438.4427,858.558,337.7659,-0.3148531,0.9684447,0.48881549999999996,244.9846,-781.9357,-657.8307,0.37613779999999997,-0.5399071,0.851504
13.0,888.7314,375.301,399.8486,0.01848106,-1.9683599999999999,0.28212740000000003,258.9998,867.2651,229.4913,0.5798821999999999,-0.5747297,0.8067794,-485.8813,918.6331,168.0266,0.01288088,1.073742,-0.7969653,604.4211,768.7769,6.201798999999999,-0.9872811,-1.340984,-0.03601744,-301.99,756.6106,329.1065,-0.1864546,0.6667343000000001,-0.1652124,-754.0615,-558.6715,25.45628,0.31553309999999996,1.671417,0.0464288,-65.51044,620.4102,-428.1388,0.5096402,0.1442616,0.19274879999999997,-889.5585,-784.676,456.0049,0.08957446,1.971695,0.41207920000000003,-438.7633,859.5269,338.2546,-0.3264244,0.9691523999999999,0.48839920000000003,245.3546,-782.476,-656.9788,0.36374029999999996,-0.5407265,0.8523106
14.0,888.7433,373.3329,400.1304,0.0052946,-1.968386,0.28163509999999997,259.5735,866.6897,230.2979,0.5674625,-0.5760001,0.8064958000000001,-485.8741,919.7069,167.2294,0.001368059,1.073723,-0.7971725000000001,603.4274,767.4371,6.165781,-1.000124,-1.338784,-0.03602619,-302.1824,757.2776,328.941,-0.19819160000000002,0.6671581,-0.16561779999999998,-753.7515,-557.0003,25.5027,0.3043526,1.670728,0.04639636,-65.00681,620.5539,-427.9458,0.4976167,0.1431454,0.1932735,-889.4744,-782.7041,456.4167,0.07855946,1.9715049999999998,0.4115174,-439.0955,860.4964,338.7428,-0.3379952,0.9698856,0.48798220000000003,245.7121,-783.0171,-656.1261,0.3513425,-0.5415186,0.8531158999999999
15.0,888.742,371.3648,400.4118,-0.00789178,-1.968382,0.2811422,260.1347,866.1131,231.1042,0.5550423000000001,-0.5772431,0.806211,-485.8785,920.7807,166.4321,-0.01014467,1.073731,-0.7973788,602.4209,766.0996,6.129753,-1.012966,-1.3365559999999999,-0.03603507,-302.3864,757.945,328.7752,-0.20992829999999998,0.6676076999999999,-0.1660232,-753.4528,-555.3297,25.54909,0.2931718,1.670063,0.04636368,-64.5152,620.6965,-427.7522,0.48559259999999993,0.1420557,0.1937978,-889.4014,-780.7325,456.828,0.06754445,1.97134,0.4109549,-439.4393,861.4668,339.2306,-0.34956550000000003,0.9706442,0.4875643,246.0572,-783.5589,-655.2726,0.3389443,-0.5422833,0.8539201
16.0,888.7275,369.3967,400.6926,-0.02107806,-1.9683490000000001,0.2806489,260.6836,865.5353,231.9102,0.5426215,-0.5784588,0.805925,-485.8944,921.8545,165.6346,-0.0216573,1.073763,-0.7975844,601.4015,764.7642,6.093717,-1.025807,-1.3343,-0.03604409,-302.6022,758.6129,328.609,-0.22166460000000002,0.6680833,-0.1664286,-753.1652,-553.6598,25.59544,0.28199070000000004,1.6694240000000002,0.04633077,-64.03562,620.838,-427.5582,0.47356809999999994,0.1409925,0.1943217,-889.3393,-778.7609,457.2387,0.05652945,1.9711990000000001,0.4103918,-439.7946,862.4379,339.718,-0.3611353,0.9714284,0.4871457,246.39,-784.1015,-654.4184,0.3265458,-0.5430206999999999,0.8547229
17.0,888.6998,367.4286,400.973,-0.03426423,-1.968287,0.28015490000000004,261.22,864.9563,232.716,0.5302001000000001,-0.579647,0.8056379,-485.9218,922.9284,164.8368,-0.03316981,1.073821,-0.7977890999999999,600.3693,763.4312,6.057671,-1.038646,-1.332015,-0.03605325,-302.8298,759.2812,328.4423,-0.2334005,0.6685846999999999,-0.16683399999999998,-752.8888,-551.9905,25.64176,0.2708094,1.668808,0.04629761,-63.56807,620.9785,-427.3636,0.4615431,0.1399558,0.1948451,-889.2883,-776.7895,457.6489,0.04551447,1.9710830000000001,0.4098279,-440.1615,863.4098,340.2049,-0.3727046,0.9722381,0.4867263,246.7103,-784.6448,-653.5633,0.3141469,-0.5437308000000001,0.8555246
18.0,888.659,365.4607,401.2529,-0.04745026,-1.9681970000000002,0.2796605,261.744,864.3761,233.5214,0.5177781,-0.5808079,0.8053496,-485.9608,924.0023,164.0389,-0.0446822,1.0739049999999999,-0.7979930000000001,599.3242,762.1004,6.021616000000001,-1.051484,-1.329703,-0.03606255,-303.069,759.9501,328.2753,-0.2451361,0.669112,-0.16723929999999998,-752.6236,-550.3218,25.68804,0.25962779999999996,1.668218,0.04626422,-63.11254,621.118,-427.1685,0.44951759999999996,0.1389457,0.19536810000000002,-889.2483,-774.8182,458.0585,0.03449953,1.970991,0.4092634,-440.54,864.3825,340.6915,-0.3842733,0.9730733,0.48630609999999996,247.0183,-785.1889,-652.7074,0.3017478,-0.5444135,0.856325
19.0,888.6049,363.4928,401.5323,-0.06063615,-1.968077,0.2791655,262.2555,863.7947,234.3266,0.5053555999999999,-0.5819413,0.8050602,-486.0112,925.0763,163.2407,-0.05619444,1.0740129999999999,-0.7981961999999999,598.2663,760.772,5.985551999999999,-1.0643200000000002,-1.327361,-0.03607198,-303.32,760.6195,328.1078,-0.25687129999999997,0.6696651,-0.1676446,-752.3695,-548.6537,25.7343,0.248446,1.6676520000000001,0.04623059,-62.66903000000001,621.2564,-426.9729,0.43749160000000004,0.1379621,0.1958908,-889.2193,-772.847,458.4675,0.02348463,1.970923,0.40869809999999995,-440.9301,865.3561,341.1776,-0.3958415,0.973934,0.48588509999999996,247.3138,-785.7335,-651.8507,0.28934840000000006,-0.5450689000000001,0.8571242
20.0,888.5377,361.5251,401.8111,-0.07382187,-1.967928,0.27867,262.7547,863.2122,235.1315,0.4929326,-0.5830474,0.8047694999999999,-486.0732,926.1505,162.4424,-0.06770652,1.074147,-0.7983986,597.1956,759.446,5.949479,-1.077156,-1.324992,-0.03608156,-303.5828,761.2895,327.94,-0.26860609999999996,0.6702442,-0.1680499,-752.1267,-546.9861,25.78051,0.23726399999999997,1.667111,0.04619671,-62.23755,621.3939,-426.7767,0.4254652,0.137005,0.1964129,-889.2013,-770.8758,458.876,0.01246979,1.970879,0.4081322,-441.3317,866.3305,341.6633,-0.40740909999999997,0.9748203000000001,0.4854634,247.597,-786.2789,-650.9932,0.2769487,-0.5456969,0.8579222
21.0,888.4573,359.5575,402.0895,-0.08700741,-1.9677490000000002,0.278174,263.2414,862.6287,235.9361,0.48050909999999997,-0.584126,0.8044777,-486.1466,927.2248,161.6438,-0.07921843,1.074307,-0.7986001,596.112,758.1223,5.9133949999999995,-1.0899889999999999,-1.322594,-0.03609127,-303.8572,761.9601,327.7717,-0.2803405,0.6708491,-0.16845520000000003,-751.895,-545.3191,25.8267,0.22608179999999997,1.666594,0.0461626,-61.8181,621.5305,-426.58,0.4134384,0.13607439999999998,0.19693470000000002,-889.1944,-768.9047,459.2839,0.001455026,1.9708599999999998,0.4075656,-441.7449,867.3059,342.1486,-0.41897609999999996,0.9757319999999999,0.48504090000000005,247.8677,-786.8248,-650.1349,0.2645488,-0.5462975,0.8587189000000001
22.0,888.3637,357.5901,402.3674,-0.1001928,-1.967542,0.2776775,263.7157,862.0441,236.7404,0.4680851,-0.5851772,0.8041847,-486.2316,928.2993,160.8451,-0.09073016,1.074492,-0.7988009,595.0156,756.801,5.877301999999999,-1.102822,-1.320168,-0.03610112,-304.1434,762.6313,327.6031,-0.2920744,0.67148,-0.1688604,-751.6745,-543.6525,25.87285,0.21489940000000002,1.666102,0.04612824,-61.410680000000006,621.6661,-426.3828,0.40141109999999997,0.1351704,0.197456,-889.1984,-766.9335,459.6912,-0.009559649,1.970865,0.4069983,-442.1697,868.2821,342.6335,-0.43054259999999994,0.9766693000000001,0.4846175999999999,248.1261,-787.3714,-649.2758,0.2521487,-0.5468708000000001,0.8595144
23.0,888.2569,355.6229,402.6448,-0.1133779,-1.9673060000000002,0.2771804,264.1776,861.4584,237.5444,0.45566059999999997,-0.586201,0.8038906,-486.3281,929.3739,160.0461,-0.10224169999999999,1.074702,-0.7990009,593.9063,755.4822,5.841199,-1.115653,-1.317713,-0.03611112,-304.4414,763.3032,327.434,-0.3038079,0.6721366999999999,-0.16926570000000002,-751.4652,-541.9865,25.91897,0.20371679999999998,1.6656349999999998,0.04609364,-61.015280000000004,621.8009,-426.1851,0.3893835,0.1342929,0.1979769,-889.2135,-764.9624,460.098,-0.02057422,1.970894,0.40643029999999997,-442.606,869.2594,343.1179,-0.44210839999999996,0.977632,0.48419350000000005,248.372,-787.9185,-648.4159,0.23974829999999997,-0.5474168,0.8603086
24.0,888.1369,353.656,402.9217,-0.1265628,-1.9670400000000001,0.2766828,264.627,860.8717,238.3481,0.44323559999999995,-0.5871974,0.8035952,-486.4361,930.4488,159.247,-0.11375299999999999,1.074938,-0.7992,592.7843,754.1658,5.805086,-1.128482,-1.315231,-0.03612125,-304.7511,763.9757,327.2645,-0.3155409,0.6728193,-0.16967089999999999,-751.2671,-540.3209,25.96505,0.1925341,1.665193,0.0460588,-60.63191,621.9347,-425.9869,0.3773555,0.13344189999999997,0.1984974,-889.2396,-762.9912,460.5042,-0.03158868,1.9709470000000002,0.4058617,-443.0539,870.2376,343.6019,-0.45367349999999995,0.9786203000000001,0.4837686,248.6056,-788.4661,-647.5553,0.22734780000000002,-0.5479353,0.8611015999999999
25.0,888.0038,351.6894,403.1981,-0.1397474,-1.9667459999999999,0.2761847,265.064,860.2841,239.1515,0.4308102,-0.5881664000000001,0.8032988,-486.5556,931.524,158.4476,-0.12526410000000002,1.075199,-0.7993984000000001,591.6494,752.852,5.768962999999999,-1.14131,-1.312719,-0.03613153,-305.0725,764.6489,327.0946,-0.3272735,0.6735278,-0.170076,-751.0801,-538.6557,26.01109,0.1813513,1.664775,0.04602372,-60.260569999999994,622.0678,-425.7881,0.36532709999999996,0.1326175,0.1990174,-889.2767,-761.0199,460.9098,-0.042603,1.971025,0.4052923,-443.5133,871.2168,344.0855,-0.465238,0.9796341999999999,0.483343,248.8267,-789.0142,-646.6938,0.21494699999999997,-0.5484265,0.8618934000000001
26.0,887.8574,349.7231,403.474,-0.1529318,-1.9664220000000001,0.2756861,265.4886,859.6954,239.9546,0.4183844,-0.589108,0.8030010999999999,-486.6866,932.5994,157.648,-0.1367749,1.0754860000000002,-0.799596,590.5017,751.5406,5.732829,-1.154136,-1.31018,-0.03614195,-305.4056,765.3228,326.9243,-0.33900549999999996,0.6742621999999999,-0.1704812,-750.9044,-536.991,26.0571,0.1701683,1.664382,0.0459884,-59.90125,622.2,-425.5888,0.35329829999999995,0.1318197,0.19953710000000002,-889.3248,-759.0486,461.3149,-0.05361718,1.971127,0.4047223,-443.9844,872.197,344.5687,-0.4768019,0.9806735000000001,0.48291660000000003,249.0355,-789.5628,-645.8315,0.2025461,-0.5488904,0.8626839
27.0,887.6979,347.7571,403.7494,-0.16611589999999998,-1.9660689999999998,0.2751869,265.9008,859.1059,240.7575,0.4059581,-0.5900221,0.8027023,-486.8291,933.6751,156.8483,-0.14828550000000001,1.075798,-0.7997928000000001,589.3411,750.2318,5.6966849999999996,-1.1669610000000001,-1.307612,-0.03615251,-305.7505,765.9975,326.7537,-0.35073709999999997,0.6750224,-0.1708863,-750.7398,-535.3266,26.10308,0.15898520000000002,1.6640130000000002,0.04595283,-59.55396999999999,622.3315,-425.389,0.3412693,0.13104839999999998,0.20005620000000002,-889.3839,-757.0771,461.7194,-0.06463121,1.971254,0.40415159999999994,-444.4669,873.1783,345.0514,-0.4883651,0.9817383,0.4824894,249.2318,-790.1119,-644.9685,0.190145,-0.5493269000000001,0.8634732
28.0,887.5252,345.7915,404.0243,-0.17929979999999998,-1.965688,0.2746872,266.3005,858.5155,241.56,0.3935315,-0.5909088,0.8024022,-486.9832,934.7512,156.0483,-0.1597958,1.076135,-0.7999888,588.1677,748.9256,5.6605300000000005,-1.179785,-1.305016,-0.03616321,-306.1071,766.6729,326.5826,-0.36246809999999996,0.6758086,-0.1712914,-750.5864,-533.6626,26.14902,0.1478019,1.66367,0.04591702,-59.218709999999994,622.4622,-425.1887,0.32923990000000003,0.13030360000000002,0.200575,-889.454,-755.1055,462.1233,-0.07564506,1.9714049999999999,0.4035802,-444.9611,874.1606,345.5337,-0.49992759999999997,0.9828287,0.48206140000000003,249.4158,-790.6614,-644.1046,0.17774379999999998,-0.549736,0.8642612
29.0,887.3393,343.8263,404.2987,-0.1924833,-1.965277,0.274187,266.6879,857.9241,242.3622,0.3811044,-0.5917680999999999,0.8021010999999999,-487.1487,935.8276,155.2482,-0.1713058,1.076498,-0.800184,586.9815,747.622,5.624365,-1.192607,-1.302392,-0.03617406,-306.4754,767.3492,326.4111,-0.3741986,0.6766207,-0.1716965,-750.4442,-531.9989,26.19492,0.1366186,1.66335,0.04588096,-58.89549,622.5921,-424.9879,0.31721009999999994,0.12958540000000002,0.2010933,-889.5352,-753.1338,462.5266,-0.08665872,1.9715799999999999,0.4030081,-445.4668,875.1441,346.0156,-0.5114894,0.9839446,0.4816326,249.5873,-791.2112,-643.24,0.1653425,-0.5501176999999999,0.8650479999999999
30.0,887.1402,341.8615,404.5726,-0.20566639999999997,-1.964837,0.2736863,267.0628,857.332,243.1641,0.368677,-0.5925999,0.8017986999999999,-487.3258,936.9043,154.4479,-0.1828155,1.076886,-0.8003784,585.7825,746.3211,5.588188,-1.205427,-1.29974,-0.03618505,-306.8555,768.0263,326.2391,-0.38592859999999996,0.6774585999999999,-0.17210160000000002,-750.3132,-530.3355,26.240790000000004,0.1254353,1.663056,0.04584466,-58.58429,622.7214,-424.7865,0.3051801,0.1288937,0.20161120000000002,-889.6273,-751.1618,462.9294,-0.09767219,1.9717790000000002,0.40243540000000005,-445.9841,876.1286,346.497,-0.5230505,0.985086,0.4812031,249.7464,-791.7615,-642.3746,0.1529411,-0.5504720000000001,0.8658334999999999
31.0,886.928,339.8971,404.846,-0.2188493,-1.9643669999999998,0.273185,267.4252,856.739,243.9657,0.35624920000000004,-0.5934043000000001,0.8014952,-487.5144,937.9815,153.6473,-0.1943249,1.077299,-0.8005720000000001,584.5707,745.0228,5.552001000000001,-1.218246,-1.297059,-0.03619618,-307.2473,768.7042,326.0668,-0.397658,0.6783225,-0.1725066,-750.1933,-528.6724,26.286620000000003,0.1142519,1.662786,0.04580812,-58.28513,622.8499,-424.5847,0.2931499,0.1282286,0.20212860000000002,-889.7305,-749.1897,463.3316,-0.1086854,1.972003,0.4018619,-446.5129,877.1144,346.9781,-0.5346108,0.9862529000000001,0.4807728,249.8932,-792.3121,-641.5084,0.1405396,-0.5507989999999999,0.8666178
32.0,886.7025,337.9333,405.1189,-0.2320317,-1.9638689999999999,0.2726832,267.7753,856.1452,244.7671,0.3438211,-0.5941813,0.8011905,-487.7144,939.0591,152.8466,-0.2058339,1.0777379999999999,-0.8007648,583.346,743.7272,5.515802,-1.231063,-1.294349,-0.03620746,-307.6508,769.383,325.8941,-0.4093868,0.6792121999999999,-0.17291170000000003,-750.0847,-527.0096,26.332420000000003,0.10306839999999999,1.662541,0.04577133,-57.99799,622.9779,-424.3823,0.28111929999999996,0.1275901,0.2026456,-889.8447,-747.2173,463.7332,-0.11969849999999999,1.9722509999999998,0.4012878,-447.0533,878.1013,347.4586,-0.5461704000000001,0.9874453999999999,0.48034170000000004,250.0275,-792.863,-640.6414,0.128138,-0.5510986,0.8674008
33.0,886.4639,335.9699,405.3913,-0.24521379999999998,-1.963342,0.2721809,268.1129,855.5507,245.5681,0.33139270000000004,-0.5949308000000001,0.8008846,-487.926,940.1371,152.0457,-0.2173426,1.078203,-0.8009569000000001,582.1086,742.4343,5.479592,-1.2438790000000002,-1.291612,-0.03621888,-308.066,770.0627,325.721,-0.42111499999999996,0.6801278000000001,-0.17331670000000002,-749.9872,-525.347,26.37818,0.09188488,1.662321,0.04573429,-57.72289,623.1052,-424.1794,0.2690885,0.12697809999999998,0.20316220000000001,-889.9699,-745.2446,464.1343,-0.1307113,1.972523,0.400713,-447.6052,879.0894,347.9388,-0.5577293000000001,0.9886633,0.4799098,250.1495,-793.4142,-639.7737,0.1157363,-0.5513708,0.8681825999999999
34.0,886.2121,334.0071,405.6632,-0.2583955,-1.9627849999999998,0.2716781,268.438,854.9554,246.3688,0.31896399999999997,-0.5956529,0.8005776,-488.1491,941.2156,151.2446,-0.22885100000000003,1.078692,-0.8011481,580.8583,741.1442,5.44337,-1.256693,-1.288846,-0.03623045,-308.493,770.7433,325.5475,-0.43284259999999997,0.6810693,-0.1737216,-749.9009,-523.6846,26.4239,0.08070137,1.662125,0.04569701,-57.45981999999999,623.2319,-423.9759,0.2570575,0.1263927,0.20367829999999998,-890.1061,-743.2717,464.5348,-0.14172379999999998,1.97282,0.4001375,-448.1687,880.0788,348.4185,-0.5692874,0.9899068000000001,0.4794771,250.259,-793.9656,-638.9051,0.1033346,-0.5516156999999999,0.8689631
35.0,885.9471,332.0449,405.9346,-0.2715768,-1.9622,0.27117470000000005,268.7508,854.3595,247.1692,0.306535,-0.5963475,0.8002694,-488.3837,942.2947,150.4433,-0.2403589,1.079208,-0.8013385000000001,579.5952,739.8568,5.4071370000000005,-1.269506,-1.286052,-0.03624216,-308.9317,771.4249,325.3735,-0.4445696,0.6820368,-0.17412660000000002,-749.8258,-522.0223,26.46958,0.06951785,1.6619540000000002,0.04565949,-57.208769999999994,623.358,-423.772,0.2450263,0.1258339,0.20419400000000001,-890.2534,-741.2984,464.9347,-0.15273599999999998,1.973141,0.3995613,-448.7438,881.0694,348.8978,-0.5808446,0.9911757999999999,0.4790437,250.3561,-794.5173,-638.0358,0.09093285,-0.5518331,0.8697424000000001
